#,New,Old,Radical,Strokes,Grade,Year added,English meaning,Readings
804,賜,,貝,15,S,,grant,"シ、たまわ-るshi, tamawa-ru"
805,諮,,言,16,S,,consult with,"シ、はか-るshi, haka-ru"
806,示,,示,5,5,,indicate,"ジ、シ、しめ-すji, shi, shime-su"
807,字,,子,6,1,,letter,"ジ、あざji, aza"
808,寺,,寸,6,2,,Buddhist temple,"ジ、てらji, tera"
809,次,,欠,6,3,,next,"ジ、シ、つ-ぐ、つぎji, shi, tsu-gu, tsugi"
810,耳,,耳,6,1,,ear,"ジ、みみji, mimi"
811,自,,自,6,2,,oneself,"ジ、シ、みずか-らji, shi, mizuka-ra"
812,似,,人,7,5,,becoming,"ジ、に-るji, ni-ru"
813,児,兒,儿,7,4,,child,"ジ、（ニ）ji, (ni)"
814,事,,亅,8,3,,abstract thing,"ジ、（ズ）、ことji, (zu), koto"
815,侍,,人,8,S,,waiter,"ジ、さむらいji, samurai"
816,治,,水,8,4,,govern,"ジ、チ、おさ-める、おさ-まる、なお-る、なお-すji, chi, osa-meru, osa-maru, nao-ru, nao-su"
817,持,,手,9,3,,hold,"ジ、も-つji, mo-tsu"
818,時,,日,10,2,,time,"ジ、ときji, toki"
819,滋,,水,12,S,,nourishing,ジji
820,慈,,心,13,S,,mercy,"ジ、いつく-しむji, itsuku-shimu"
821,辞,辭,辛,13,4,,resign,"ジ、や-めるji, ya-meru"
822,磁,,石,14,6,,magnet,ジji
823,餌 [8],,食,15,S,2010,bait,"ジ、えさ、えji, esa, e"
824,璽,,玉,19,S,,emperor's seal,ジji
825,鹿,,鹿,11,S,2010,deer,"しか、（か）、ロクshika, (ka), roku"
826,式,,弋,6,3,,style,シキshiki
827,識,,言,19,5,,discriminating,シキshiki
828,軸,,車,12,S,,axis,ジクjiku
829,七,,一,2,1,,seven,"シチ、なな、なな-つ、（なの）shichi, nana, nana-tsu, (nano)"
830,𠮟 [5],,口,5,S,2010,scold,"シツ、しか-るshitsu, shika-ru"
831,失,,大,5,4,,lose,"シツ、うしな-うshitsu, ushina-u"
832,室,,宀,9,2,,room,"シツ、むろshitsu, muro"
833,疾,,疒,10,S,,rapidly,シツshitsu
834,執,,土,11,S,,tenacious,"シツ、シュウ、と-るshitsu, shū, to-ru"
835,湿,濕,水,12,S,,damp,"シツ、しめ-る、しめ-すshitsu, shime-ru, shime-su"
836,嫉,,女,13,S,2010,envy,シツshitsu
837,漆,,水,14,S,,lacquer,"シツ、うるしshitsu, urushi"
838,質,,貝,15,5,,quality,"シツ、シチ、（チ）shitsu, shichi, (chi)"
839,実,實,宀,8,3,,truth,"ジツ、み、みの-るjitsu, mi, mino-ru"
840,芝,,艸,6,S,,turf,しばshiba
841,写,寫,宀,5,3,,copy,"シャ、うつ-す、うつ-るsha, utsu-su, utsu-ru"
842,社,社 [4],示,7,2,,company,"シャ、やしろsha, yashiro"
843,車,,車,7,1,,car,"シャ、くるまsha, kuruma"
844,舎,舍,舌,8,5,,cottage,シャsha
845,者,者 [4],老,8,3,,someone,"シャ、ものsha, mono"
846,射,,寸,10,6,,shoot,"シャ、い-るsha, i-ru"
847,捨,,手,11,6,,throw away,"シャ、す-てるsha, su-teru"
848,赦,,赤,11,S,,pardon,シャsha
849,斜,,斗,11,S,,diagonal,"シャ、なな-めsha, nana-me"
850,煮,煮 [4],火,12,S,,boil,"シャ、に-る、に-える、に-やすsha, ni-ru, ni-eru, ni-yasu"
851,遮,,辵,14,S,1981,intercept,"シャ、さえぎ-るsha, saegi-ru"
852,謝,,言,17,5,,apologize,"シャ、あやま-るsha, ayama-ru"
853,邪,,邑,8,S,,wicked,ジャja
854,蛇,,虫,11,S,1981,snake,"ジャ、ダ、へびja, da, hebi"
855,尺,,尸,4,6,,shaku,シャクshaku
856,借,,人,10,4,,borrow,"シャク、か-りるshaku, ka-riru"
857,酌,,酉,10,S,1981,bartending,"シャク、く-むshaku, ku-mu"
858,釈,釋,釆,11,S,,explanation,シャクshaku
859,爵,,爪,17,S,,baron,シャクshaku
860,若,,艸,8,6,,young,"ジャク、（ニャク）、わか-い、も-しくはjaku, (nyaku), waka-i, mo-shikuha"
861,弱,,弓,10,2,,weak,"ジャク、よわ-い、よわ-る、よわ-まる、よわ-めるjaku, yowa-i, yowa-ru, yowa-maru, yowa-meru"
862,寂,,宀,11,S,,loneliness,"ジャク、（セキ）、さび、さび-しい、さび-れるjaku, (seki), sabi, sabi-shii, sabi-reru"
863,手,,手,4,1,,hand,"シュ、て、（た）shu, te, (ta)"
864,主,,丶,5,3,,master,"シュ、（ス）、ぬし、おもshu, (su), nushi, omo"
865,守,,宀,6,3,,protect,"シュ、（ス）、まも-る、も-りshu, (su), mamo-ru, mo-ri"
866,朱,,木,6,S,,vermilion,シュshu
867,取,,又,8,3,,take,"シュ、と-るshu, to-ru"
868,狩,,犬,9,S,,hunt,"シュ、か-る、か-りshu, ka-ru, ka-ri"
869,首,,首,9,2,,neck,"シュ、くびshu, kubi"
870,殊,,歹,10,S,,particularly,"シュ、ことshu, koto"
871,珠,,玉,10,S,,pearl,シュshu
872,酒,,酉,10,3,,alcoholic drink,"シュ、さけ、（さか）shu, sake, (saka)"
873,腫,,肉,13,S,2010,tumor,"シュ、は-れる、は-らすshu, ha-reru, ha-rasu"
874,種,,禾,14,4,,kind,"シュ、たねshu, tane"
875,趣,,走,15,S,,gist,"シュ、おもむきshu, omomuki"
876,寿,壽,士,7,S,,longevity,"ジュ、ことぶきju, kotobuki"
877,受,,又,8,3,,accept,"ジュ、う-ける、う-かるju, u-keru, u-karu"
878,呪,,口,8,S,2010,curse,"ジュ、のろ-うju, noro-u"
879,授,,手,11,5,,instruct,"ジュ、さず-ける、さず-かるju, sazu-keru, sazu-karu"
880,需,,雨,14,S,,demand,ジュju
881,儒,,人,16,S,,Confucian,ジュju
882,樹,,木,16,6,,trees,ジュju
883,収,收,攴,4,6,,take in,"シュウ、おさ-める、おさ-まるshū, osa-meru, osa-maru"
884,囚,,囗,5,S,,captured,シュウshū
885,州,,巛,6,3,,state,"シュウ、すshū, su"
886,舟,,舟,6,S,,boat,"シュウ、ふね、（ふな）shū, fune, (funa)"
887,秀,,禾,7,S,,excel,"シュウ、ひい-でるshū, hii-deru"
888,周,,口,8,4,,circumference,"シュウ、まわ-りshū, mawa-ri"
889,宗,,宀,8,6,,religion,"シュウ、ソウshū, sō"
890,拾,,手,9,3,,pick up,"シュウ、ジュウ、ひろ-うshū, jū, hiro-u"
891,秋,,禾,9,2,,autumn,"シュウ、あきshū, aki"
892,臭,臭 [4],自,9,S,,stinking,"シュウ、くさ-い、にお-うshū, kusa-i, nio-u"
893,修,,人,10,5,,discipline,"シュウ、（シュ）、おさ-める、おさ-まるshū, (shu), osa-meru, osa-maru"
894,袖,,衣,10,S,2010,sleeve,"シュウ、そでshū, sode"
895,終,,糸,11,3,,end,"シュウ、お-わる、お-えるshū, o-waru, o-eru"
896,羞,,羊,11,S,2010,feel ashamed,シュウshū
897,習,,羽,11,3,,learn,"シュウ、なら-うshū, nara-u"
898,週,,辵,11,2,,week,シュウshū
899,就,,尢,12,6,,concerning,"シュウ、（ジュ）、つ-く、つ-けるshū, (ju), tsu-ku, tsu-keru"
900,衆,,血,12,6,,masses,"シュウ、（シュ）shū, (shu)"
901,集,,隹,12,3,,collect,"シュウ、あつ-まる、あつ-める、つど-うshū, atsu-maru, atsu-meru, tsudo-u"
902,愁,,心,13,S,,distress,"シュウ、うれ-える、うれ-いshū, ure-eru, ure-i"
903,酬,,酉,13,S,,repay,シュウshū
904,醜,,酉,17,S,,ugly,"シュウ、みにく-いshū, miniku-i"
905,蹴,,足,19,S,2010,kick,"シュウ、け-るshū, ke-ru"
906,襲,,衣,22,S,,attack,"シュウ、おそ-うshū, oso-u"
907,十,,十,2,1,,ten,"ジュウ、ジッ、とお、とjū, ji', too, to"
908,汁,,水,5,S,1981,soup,"ジュウ、しるjū, shiru"
909,充,,儿,6,S,,allot,"ジュウ、あ-てるjū, a-teru"
910,住,,人,7,3,,dwelling,"ジュウ、す-む、す-まうjū, su-mu, su-mau"
911,柔,,木,9,S,,tender,"ジュウ、ニュウ、やわ-らか、やわ-らかいjū, nyū, yawa-raka, yawa-rakai"
912,重,,里,9,3,,heavy,"ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なるjū, chō, e, omo-i, kasa-neru, kasa-naru"
913,従,從,彳,10,6,,obey,"ジュウ、（ショウ）、（ジュ）、したが-う、したが-えるjū, (shō), (ju), shitaga-u, shitaga-eru"
914,渋,澁,水,11,S,,astringent,"ジュウ、しぶ、しぶ-い、しぶ-るjū, shibu, shibu-i, shibu-ru"
915,銃,,金,14,S,,gun,ジュウjū
916,獣,獸,犬,16,S,,animal,"ジュウ、けものjū, kemono"
917,縦,縱,糸,16,6,,vertical,"ジュウ、たてjū, tate"
918,叔,,又,8,S,,uncle,シュクshuku
919,祝,祝 [4],示,9,4,,celebrate,"シュク、（シュウ）、いわ-うshuku, (shū), iwa-u"
920,宿,,宀,11,3,,inn,"シュク、やど、やど-る、やど-すshuku, yado, yado-ru, yado-su"
921,淑,,水,11,S,,graceful,シュクshuku
922,粛,肅,聿,11,S,,solemn,シュクshuku
923,縮,,糸,17,6,,shrink,"シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らすshuku, chiji-mu, chiji-maru, chiji-meru, chiji-reru, chiji-rasu"
924,塾,,土,14,S,1981,cram school,ジュクjuku
925,熟,,火,15,6,,ripen,"ジュク、う-れるjuku, u-reru"
926,出,,凵,5,1,,exit,"シュツ、（スイ）、で-る、だ-すshutsu, (sui), de-ru, da-su"
927,述,,辵,8,5,,mention,"ジュツ、の-べるjutsu, no-beru"
928,術,,行,11,5,,art,ジュツjutsu
929,俊,,人,9,S,,genius,シュンshun
930,春,,日,9,2,,springtime,"シュン、はるshun, haru"
931,瞬,,目,18,S,,wink,"シュン、またた-くshun, matata-ku"
932,旬,,日,6,S,,10-day period (of the month),"ジュン、（シュン）jun, (shun)"
933,巡,,巛,6,S,,patrol,"ジュン、めぐ-るjun, megu-ru"
934,盾,,目,9,S,,shield,"ジュン、たてjun, tate"
935,准,,冫,10,S,,quasi-,ジュンjun
936,殉,,歹,10,S,,martyrdom,ジュンjun
937,純,,糸,10,6,,genuine,ジュンjun
938,循,,彳,12,S,,sequential,ジュンjun
939,順,,頁,12,4,,obey,ジュンjun
940,準,,水,13,5,,standard,ジュンjun
941,潤,,水,15,S,,wet,"ジュン、うるお-う、うるお-す、うる-むjun, uruo-u, uruo-su, uru-mu"
942,遵,,辵,15,S,,abide by,ジュンjun
943,処,處,虍,5,6,,dispose,ショsho
944,初,,刀,7,4,,first,"ショ、はじ-め、はじ-めて、はつ、うい、そ-めるsho, haji-me, haji-mete, hatsu, ui, so-meru"
945,所,,戶,8,3,,place,"ショ、ところsho, tokoro"
946,書,,曰,10,2,,write,"ショ、か-くsho, ka-ku"
947,庶,,广,11,S,,commoner,ショsho
948,暑,暑 [4],日,12,3,,hot,"ショ、あつ-いsho, atsu-i"
949,署,署 [4],网,13,6,,government office,ショsho
950,緒,緖,糸,14,S,,thong,"ショ、（チョ）、おsho, (cho), o"
951,諸,諸 [4],言,15,6,,various,ショsho
952,女,,女,3,1,,woman,"ジョ、ニョ、（ニョウ）、おんな、めjo, nyo, (nyō), onna, me"
953,如,,女,6,S,,likeness,"ジョ、ニョjo, nyo"
954,助,,力,7,3,,help,"ジョ、たす-ける、たす-かる、すけjo, tasu-keru, tasu-karu, suke"
955,序,,广,7,5,,preface,ジョjo
956,叙,敍,攴,9,S,,confer,ジョjo
957,徐,,彳,10,S,,gradually,ジョjo
958,除,,阜,10,6,,exclude,"ジョ、（ジ）、のぞ-くjo, (ji), nozo-ku"
959,小,,小,3,1,,small,"ショウ、ちい-さい、こ、おshō, chii-sai, ko, o"
960,升,,十,4,S,,measuring box,"ショウ、ますshō, masu"
961,少,,小,4,2,,few,"ショウ、すく-ない、すこ-しshō, suku-nai, suko-shi"
962,召,,口,5,S,,summon,"ショウ、め-すshō, me-su"
963,匠,,匚,6,S,,artisan,ショウshō
964,床,,广,7,S,,bed,"ショウ、とこ、ゆかshō, toko, yuka"
965,抄,,手,7,S,,extract,ショウshō
966,肖,,肉,7,S,,resemblance,ショウshō
967,尚,,小,8,S,1981,esteem,ショウshō
968,招,,手,8,5,,beckon,"ショウ、まね-くshō, mane-ku"
969,承,,手,8,5,,acquiesce,"ショウ、うけたまわ-るshō, uketamawa-ru"
970,昇,,日,8,S,,rise up,"ショウ、のぼ-るshō, nobo-ru"
971,松,,木,8,4,,pine,"ショウ、まつshō, matsu"
972,沼,,水,8,S,,marsh,"ショウ、ぬまshō, numa"
973,昭,,日,9,3,,shining,ショウshō
974,宵,,宀,10,S,1981,wee hours,"ショウ、よいshō, yoi"
975,将,將,寸,10,6,,leader,ショウshō
976,消,,水,10,3,,extinguish,"ショウ、き-える、け-すshō, ki-eru, ke-su"
977,症,,疒,10,S,,symptoms,ショウshō
978,祥,祥 [4],示,10,S,,auspicious,ショウshō
979,称,稱,禾,10,S,,appellation,ショウshō
980,笑,,竹,10,4,,laugh,"ショウ、わら-う、え-むshō, wara-u, e-mu"
981,唱,,口,11,4,,chant,"ショウ、とな-えるshō, tona-eru"
982,商,,口,11,3,,sell,"ショウ、あきな-うshō, akina-u"
983,渉,涉,水,11,S,,ford,ショウshō
984,章,,立,11,3,,chapter,ショウshō
985,紹,,糸,11,S,,introduce,ショウshō
986,訟,,言,11,S,,sue,ショウshō
987,勝,,力,12,3,,win,"ショウ、か-つ、まさ-るshō, ka-tsu, masa-ru"
988,掌,,手,12,S,,manipulate,ショウshō
989,晶,,日,12,S,,sparkle,ショウshō
990,焼,燒,火,12,4,,bake,"ショウ、や-く、や-けるshō, ya-ku, ya-keru"
991,焦,,火,12,S,,char,"ショウ、こ-げる、こ-がす、こ-がれる、あせ-るshō, ko-geru, ko-gasu, ko-gareru, ase-ru"
992,硝,,石,12,S,,nitrate,ショウshō
993,粧,,米,12,S,,cosmetics,ショウshō
994,詔,,言,12,S,,imperial edict,"ショウ、みことのりshō, mikotonori"
995,証,證,言,12,5,,evidence,ショウshō
996,象,,豕,12,4,,elephant,"ショウ、ゾウshō, zō"
997,傷,,人,13,6,,wound,"ショウ、きず、いた-む、いた-めるshō, kizu, ita-mu, ita-meru"
998,奨,奬,大,13,S,,exhort,ショウshō
999,照,,火,13,4,,illuminate,"ショウ、て-る、て-らす、て-れるshō, te-ru, te-rasu, te-reru"
1000,詳,,言,13,S,,detailed,"ショウ、くわ-しいshō, kuwa-shii"
1001,彰,,彡,14,S,,patent,ショウshō
1002,障,,阜,14,6,,hurt,"ショウ、さわ-るshō, sawa-ru"
1003,憧,,心,15,S,2010,desire,"ショウ、あこが-れるshō, akoga-reru"
1004,衝,,行,15,S,,collide,ショウshō
1005,賞,,貝,15,4,,prize,ショウshō
1006,償,,人,17,S,,reparation,"ショウ、つぐな-うshō, tsuguna-u"
1007,礁,,石,17,S,,reef,ショウshō
1008,鐘,,金,20,S,,bell,"ショウ、かねshō, kane"
1009,上,,一,3,1,,up,"ジョウ、（ショウ）、うえ、（うわ）、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-すjō, (shō), ue, (uwa), kami, a-geru, a-garu, nobo-ru, nobo-seru, nobo-su"
1010,丈,,一,3,S,,length,"ジョウ、たけjō, take"
1011,冗,,冖,4,S,,superfluous,ジョウjō
1012,条,條,木,7,5,,clause,ジョウjō
1013,状,狀,犬,7,5,,form,ジョウjō
1014,乗,乘,丿,9,3,,ride,"ジョウ、の-る、の-せるjō, no-ru, no-seru"
1015,城,,土,9,6,,castle,"ジョウ、しろjō, shiro"
1016,浄,淨,水,9,S,,clean,ジョウjō
1017,剰,剩,刀,11,S,,surplus,ジョウjō
1018,常,,巾,11,5,,normal,"ジョウ、つね、とこjō, tsune, toko"
1019,情,,心,11,5,,feelings,"ジョウ、（セイ）、なさ-けjō, (sei), nasa-ke"
1020,場,,土,12,2,,place,"ジョウ、ばjō, ba"
1021,畳,疊,田,12,S,,tatami mat,"ジョウ、たた-む、たたみjō, tata-mu, tatami"
1022,蒸,,艸,13,6,,steam,"ジョウ、む-す、む-れる、む-らすjō, mu-su, mu-reru, mu-rasu"
1023,縄,繩,糸,15,S,1981,straw rope,"ジョウ、なわjō, nawa"
1024,壌,壤,土,16,S,1981,lot,ジョウjō
1025,嬢,孃,女,16,S,,lass,ジョウjō
1026,錠,,金,16,S,,lock,ジョウjō
1027,譲,讓,言,20,S,,defer,"ジョウ、ゆず-るjō, yuzu-ru"
1028,醸,釀,酉,20,S,,brew,"ジョウ、かも-すjō, kamo-su"
1029,色,,色,6,2,,color,"ショク、シキ、いろshoku, shiki, iro"
1030,拭,,手,9,S,2010,wipe,"ショク、ふ-く、ぬぐ-うshoku, fu-ku, nugu-u"
1031,食,,食,9,2,,"eat, meal","ショク、（ジキ）、く-う、く-らう、た-べるshoku, (jiki), ku-u, ku-rau, ta-beru"
1032,植,,木,12,3,,plant,"ショク、う-える、う-わるshoku, u-eru, u-waru"
1033,殖,,歹,12,S,,augment,"ショク、ふ-える、ふ-やすshoku, fu-eru, fu-yasu"
1034,飾,,食,13,S,,decorate,"ショク、かざ-るshoku, kaza-ru"
1035,触,觸,角,13,S,,contact,"ショク、ふ-れる、さわ-るshoku, fu-reru, sawa-ru"
1036,嘱,囑,口,15,S,,entrust,ショクshoku
1037,織,,糸,18,5,,weave,"ショク、シキ、お-るshoku, shiki, o-ru"
1038,職,,耳,18,5,,employment,ショクshoku
1039,辱,,辰,10,S,,embarrass,"ジョク、はずかし-めるjoku, hazukashi-meru"
1040,尻,,尸,5,S,2010,buttocks,しりshiri
1041,心,,心,4,2,,heart,"シン、こころshin, kokoro"
1042,申,,田,5,3,,say,"シン、もう-すshin, mō-su"
1043,伸,,人,7,S,,lengthen,"シン、の-びる、の-ばす、の-べるshin, no-biru, no-basu, no-beru"
1044,臣,,臣,7,4,,retainer,"シン、ジンshin, jin"
1045,芯,,艸,7,S,2010,core,シンshin
1046,身,,身,7,3,,body,"シン、みshin, mi"
1047,辛,,辛,7,S,,spicy,"シン、から-いshin, kara-i"
1048,侵,,人,9,S,,encroach,"シン、おか-すshin, oka-su"
1049,信,,人,9,4,,trust,シンshin
1050,津,,水,9,S,,haven,"シン、つshin, tsu"
1051,神,神 [4],示,9,3,,god,"シン、ジン、かみ、（かん）、（こう）shin, jin, kami, (kan), (kō)"
1052,唇,,口,10,S,1981,lips,"シン、くちびるshin, kuchibiru"
1053,娠,,女,10,S,,with child,シンshin
1054,振,,手,10,S,,shake,"シン、ふ-る、ふ-るう、ふ-れるshin, fu-ru, fu-rū, fu-reru"
1055,浸,,水,10,S,,immersed,"シン、ひた-す、ひた-るshin, hita-su, hita-ru"
1056,真,眞,目,10,3,,true,"シン、まshin, ma"
1057,針,,金,10,6,,needle,"シン、はりshin, hari"
1058,深,,水,11,3,,deep,"シン、ふか-い、ふか-まる、ふか-めるshin, fuka-i, fuka-maru, fuka-meru"
1059,紳,,糸,11,S,,sire,シンshin
1060,進,,辵,11,3,,advance,"シン、すす-む、すす-めるshin, susu-mu, susu-meru"
1061,森,,木,12,1,,forest,"シン、もりshin, mori"
1062,診,,言,12,S,,checkup,"シン、み-るshin, mi-ru"
1063,寝,寢,宀,13,S,,lie down,"シン、ね-る、ね-かすshin, ne-ru, ne-kasu"
1064,慎,愼,心,13,S,,humility,"シン、つつし-むshin, tsutsushi-mu"
1065,新,,斤,13,2,,new,"シン、あたら-しい、あら-た、にいshin, atara-shii, ara-ta, nii"
1066,審,,宀,15,S,,examine,シンshin
1067,震,,雨,15,S,,quake,"シン、ふる-う、ふる-えるshin, furu-u, furu-eru"
1068,薪,,艸,16,S,,fuel,"シン、たきぎshin, takigi"
1069,親,,見,16,2,,parent,"シン、おや、した-しい、した-しむshin, oya, shita-shii, shita-shimu"
1070,人,,人,2,1,,person,"ジン、ニン、ひとjin, nin, hito"
1071,刃,,刀,3,S,,blade,"ジン、はjin, ha"
1072,仁,,人,4,6,,humanity,"ジン、（ニ）jin, (ni)"
1073,尽,盡,皿,6,S,,exhaust,"ジン、つ-くす、つ-きる、つ-かすjin, tsu-kusu, tsu-kiru, tsu-kasu"
1074,迅,,辵,6,S,,swift,ジンjin
1075,甚,,甘,9,S,1981,tremendously,"ジン、はなは-だ、はなは-だしいjin, hanaha-da, hanaha-dashii"
1076,陣,,阜,10,S,,camp,ジンjin
1077,尋,,寸,12,S,,inquire,"ジン、たず-ねるjin, tazu-neru"
1078,腎,,肉,13,S,2010,kidney,ジンjin
1079,須,,頁,12,S,2010,by all means,スsu
1080,図,圖,囗,7,2,,diagram,"ズ、ト、はか-るzu, to, haka-ru"
1081,水,,水,4,1,,water,"スイ、みずsui, mizu"
1082,吹,,口,7,S,,blow,"スイ、ふ-くsui, fu-ku"
1083,垂,,土,8,6,,droop,"スイ、た-れる、た-らすsui, ta-reru, ta-rasu"
1084,炊,,火,8,S,,cook,"スイ、た-くsui, ta-ku"
1085,帥,,巾,9,S,,commander,スイsui
1086,粋,粹,米,10,S,,chic,"スイ、いきsui, iki"
1087,衰,,衣,10,S,,decline,"スイ、おとろ-えるsui, otoro-eru"
1088,推,,手,11,6,,infer,"スイ、お-すsui, o-su"
1089,酔,醉,酉,11,S,,drunk,"スイ、よ-うsui, yo-u"
1090,遂,,辵,12,S,,consummate,"スイ、と-げるsui, to-geru"
1091,睡,,目,13,S,,drowsy,スイsui
1092,穂,穗,禾,15,S,,ear,"スイ、ほsui, ho"
1093,随,隨,阜,12,S,,follow,ズイzui
1094,髄,髓,骨,19,S,,marrow,ズイzui
1095,枢,樞,木,8,S,,hinge,スウsū
1096,崇,,山,11,S,,adore,スウsū
1097,数,數,攴,13,2,,number,"スウ、（ス）、かず、かぞ-えるsū, (su), kazu, kazo-eru"
1098,据,,手,11,S,1981,set,"す-える、す-わるsu-eru, su-waru"
1099,杉,,木,7,S,1981,cedar,すぎsugi
1100,裾,,衣,13,S,2010,cuff,すそsuso
1101,寸,,寸,3,6,,measurement,スンsun
1102,瀬,瀨,水,19,S,,rapids,せse
1103,是,,日,9,S,,just so,ゼze
1104,井,,二,4,S,,well,"セイ、（ショウ）、いsei, (shō), i"
1105,世,,一,5,3,,world,"セイ、セ、よsei, se, yo"
1106,正,,止,5,1,,correct,"セイ、ショウ、ただ-しい、ただ-す、まさsei, shō, tada-shii, tada-su, masa"
1107,生,,生,5,1,,life,"セイ、ショウ、い-きる、い-かす、い-ける、う-まれる、う-む、お-う、は-える、は-やす、き、なまsei, shō, i-kiru, i-kasu, i-keru, u-mareru, u-mu, o-u, ha-eru, ha-yasu, ki, nama"
1108,成,,戈,6,4,,become,"セイ、（ジョウ）、な-る、な-すsei, (jō), na-ru, na-su"
1109,西,,襾,6,2,,west,"セイ、サイ、にしsei, sai, nishi"
1110,声,聲,耳,7,2,,voice,"セイ、（ショウ）、こえ、（こわ）sei, (shō), koe, (kowa)"
1111,制,,刀,8,5,,control,セイsei
1112,姓,,女,8,S,,surname,"セイ、ショウsei, shō"
1113,征,,彳,8,S,,subjugate,セイsei
1114,性,,心,8,5,,gender,"セイ、ショウsei, shō"
1115,青,,靑,8,1,,blue,"セイ、（ショウ）、あお、あお-いsei, (shō), ao, ao-i"
1116,斉,齊,齊,8,S,1981,adjusted,セイsei
1117,政,,攴,9,5,,politics,"セイ、（ショウ）、まつりごとsei, (shō), matsurigoto"
1118,星,,日,9,2,,star,"セイ、（ショウ）、ほしsei, (shō), hoshi"
1119,牲,,牛,9,S,,animal sacrifice,セイsei
1120,省,,目,9,4,,government ministry,"セイ、ショウ、かえり-みる、はぶ-くsei, shō, kaeri-miru, habu-ku"
1121,凄,,冫,10,S,2010,uncanny,セイsei
1122,逝,,辵,10,S,1981,departed,"セイ、ゆ-く、い-くsei, yu-ku, i-ku"
1123,清,,水,11,4,,pure,"セイ、（ショウ）、きよ-い、きよ-まる、きよ-めるsei, (shō), kiyo-i, kiyo-maru, kiyo-meru"
1124,盛,,皿,11,6,,prosper,"セイ、（ジョウ）、も-る、さか-る、さか-んsei, (jō), mo-ru, saka-ru, saka-n"
1125,婿,,女,12,S,,bridegroom,"セイ、むこsei, muko"
1126,晴,,日,12,2,,clear up,"セイ、は-れる、は-らすsei, ha-reru, ha-rasu"
1127,勢,,力,13,5,,power,"セイ、いきお-いsei, ikio-i"
1128,聖,,耳,13,6,,holy,セイsei
1129,誠,,言,13,6,,sincerity,"セイ、まことsei, makoto"
1130,精,,米,14,5,,refined,"セイ、（ショウ）sei, (shō)"
1131,製,,衣,14,5,,manufacture,セイsei
1132,誓,,言,14,S,,vow,"セイ、ちか-うsei, chika-u"
1133,静,靜,靑,14,4,,quiet,"セイ、（ジョウ）、しず、しず-か、しず-まる、しず-めるsei, (jō), shizu, shizu-ka, shizu-maru, shizu-meru"
1134,請,,言,15,S,,solicit,"セイ、（シン）、こ-う、う-けるsei, (shin), ko-u, u-keru"
1135,整,,攴,16,3,,put in order,"セイ、ととの-える、ととの-うsei, totono-eru, totono-u"
1136,醒,,酉,16,S,2010,be disillusioned,セイsei
1137,税,,禾,12,5,,tax,ゼイzei
1138,夕,,夕,3,1,,evening,"セキ、ゆうseki, yū"
1139,斥,,斤,5,S,,reject,セキseki
1140,石,,石,5,1,,stone,"セキ、（シャク）、（コク）、いしseki, (shaku), (koku), ishi"
1141,赤,,赤,7,1,,red,"セキ、（シャク）、あか、あか-い、あか-らむ、あか-らめるseki, (shaku), aka, aka-i, aka-ramu, aka-rameru"
1142,昔,,日,8,3,,long ago,"セキ、（シャク）、むかしseki, (shaku), mukashi"
1143,析,,木,8,S,,chop,セキseki
1144,席,,巾,10,4,,seat,セキseki
1145,脊,,肉,10,S,2010,stature,セキseki
1146,隻,,隹,10,S,,vessels,セキseki
1147,惜,,心,11,S,,pity,"セキ、お-しい、お-しむseki, o-shii, o-shimu"
1148,戚,,戈,11,S,2010,grieve,セキseki
1149,責,,貝,11,5,,blame,"セキ、せ-めるseki, se-meru"
1150,跡,,足,13,S,,tracks,"セキ、あとseki, ato"
1151,積,,禾,16,4,,accumulate,"セキ、つ-む、つ-もるseki, tsu-mu, tsu-moru"
1152,績,,糸,17,5,,exploits,セキseki
1153,籍,,竹,20,S,,enroll,セキseki
1154,切,,刀,4,2,,cut,"セツ、（サイ）、き-る、き-れるsetsu, (sai), ki-ru, ki-reru"
1155,折,,手,7,4,,fold,"セツ、お-る、おり、お-れるsetsu, o-ru, ori, o-reru"
1156,拙,,手,8,S,,bungling,"セツ、つたな-いsetsu, tsutana-i"
1157,窃,竊,穴,9,S,,stealth,セツsetsu
1158,接,,手,11,5,,contact,"セツ、つ-ぐsetsu, tsu-gu"
1159,設,,言,11,5,,establish,"セツ、もう-けるsetsu, mō-keru"
1160,雪,,雨,11,2,,snow,"セツ、ゆきsetsu, yuki"
1161,摂,攝,手,13,S,,vicarious,セツsetsu
1162,節,節 [4],竹,13,4,,node,"セツ、（セチ）、ふしsetsu, (sechi), fushi"
1163,説,,言,14,4,,theory,"セツ、（ゼイ）、と-くsetsu, (zei), to-ku"
1164,舌,,舌,6,5,,tongue,"ゼツ、したzetsu, shita"
1165,絶,絕,糸,12,5,,discontinue,"ゼツ、た-える、た-やす、た-つzetsu, ta-eru, ta-yasu, ta-tsu"
1166,千,,十,3,1,,thousand,"セン、ちsen, chi"
1167,川,,巛,3,1,,river,"セン、かわsen, kawa"
1168,仙,,人,5,S,1981,hermit,センsen
1169,占,,卜,5,S,,fortune telling,"セン、し-める、うらな-うsen, shi-meru, urana-u"
1170,先,,儿,6,1,,previous,"セン、さきsen, saki"
